gene_symbol,log2FoldChange,pvalue
Gm15013,-0.031868191,0.99999707
Maats1,-0.000580576,0.99999707
Akap2,0.032592722,0.99999707
Efna1,0.006666288,0.99999707
2810403A07Rik,-0.071285527,0.99999707
Acad12,-0.077997139,0.99999707
6330403N20Rik,0.099789403,0.99999707
Acd,0.142102702,0.834150276
Gm4219,0.047804153,0.99999707
Scarf2,-0.076070974,0.99999707
AK010878,-0.069123676,0.99999707
Wbp1,0.121595652,0.759587253
Exo1,0.053501657,0.99999707
BC106179,0.002808809,0.99999707
Asprv1,-0.118456531,0.99999707
Isoc2a,-0.00946921,0.99999707
Gm5430,-0.025349362,0.99999707
Vma21,0.020130521,0.99999707
Nphp1,-0.014608715,0.99999707
Gm13680,-0.073408985,0.99999707
Mgat4b,0.11111008,0.99999707
Gm12481,-0.040184663,0.99999707
Mir7042,0.067883147,0.99999707
Fyco1,-0.092057172,0.99999707
Csf2rb2,-0.131959539,0.973780391
Igkv3-5,-0.150371801,0.851306679
Mir5618,-0.031594599,0.99999707
44993,0.005052656,0.99999707
Gpr75,0.003100441,0.99999707
A430093F15Rik,0.017884923,0.99999707
Id4,0.030758364,0.99999707
Cdc42ep4,-0.049278958,0.99999707
Rpl29-ps5,0.08114048,0.99999707
Moxd1,-0.057177986,0.99999707
Zfp341,0.420309254,0.000665307
Gm5544,-0.010090394,0.99999707
Angptl6,-0.177920816,0.691421428
Suclg2,0.074815309,0.99999707
Ndufb9,0.001715054,0.99999707
Shroom4,-0.051275423,0.99999707
Tnip1,-0.081639774,0.99999707
Rfx7,-0.006086662,0.99999707
Abca6,-0.013935005,0.99999707
Gm26397,0.143980073,0.878011207
Abtb1,-0.354030252,0.010807059
Gm25541,-0.08118965,0.99999707
Gm16001,0.089241694,0.99999707
Spef1,0.072804797,0.99999707
4930520O04Rik,0.020517773,0.99999707
Brpf1,-0.000140201,0.99999707
Ndufc2,-0.069450633,0.99999707
Mir7087,-0.093932092,0.99999707
Gm26734,-0.077913378,0.99999707
Ginm1,0.091832021,0.99999707
Ogfrl1,-0.100896535,0.980699013
Col11a2,0.036584977,0.99999707
Gm6786,0.067806824,0.99999707
Emc9,-0.003540825,0.99999707
Mir6977,0.010299578,0.99999707
Fuz,0.066742551,0.99999707
Gm14373,-0.050429515,0.99999707
Gfpt2,0.003557671,0.99999707
Gng4,-0.070083698,0.99999707
Ehmt2,0.051743862,0.99999707
2610020H08Rik,0.06998412,0.99999707
Samd14,0.059269662,0.99999707
Rag2,0.033091362,0.99999707
8030442B05Rik,-0.046494461,0.99999707
Mydgf,-0.008026137,0.99999707
Tnnc2,0.050711305,0.99999707
4633401B06Rik,0.180324001,0.69333825
Capn11,0.004843199,0.99999707
Lingo3,-0.067471921,0.99999707
Gm29650,-0.011537091,0.99999707
Ptch1,0.040531507,0.99999707
BC051537,0.022018202,0.99999707
Dpp8,-0.015740685,0.99999707
Mir6951,-0.000654947,0.99999707
Qtrt1,0.009121385,0.99999707
Pik3c2b,-0.020474997,0.99999707
Ndufs7,0.152771966,0.649151352
Itgam,-0.028112765,0.99999707
A930017K11Rik,-0.132725617,0.814740802
Thtpa,0.086708994,0.99999707
Gm10800,-0.109935333,0.99999707
Gstt2,-0.067797103,0.99999707
Gm38227,0.046615111,0.99999707
Gm5523,-0.045828315,0.99999707
Gm42497,-0.040965856,0.99999707
Atp5k,0.078424422,0.99999707
Ciz1,-0.036977481,0.99999707
Polr2e,0.02681612,0.99999707
Fbxo5,0.005369643,0.99999707
Unc13b,-0.054744004,0.99999707
Gm43593,-0.030612359,0.99999707
Ube2n,-0.037621255,0.99999707
Anxa4,-0.052001003,0.99999707
F2rl2,-0.007776212,0.99999707
Tnfrsf17,0.033602276,0.99999707
Gm17690,0.022873054,0.99999707
Gm4761,-0.076287553,0.99999707
Adgrf3,0.028552851,0.99999707
Gm7645,-0.011445833,0.99999707
Tert,0.009937565,0.99999707
Thsd1,-0.004323701,0.99999707
Igf1,0.183264125,0.488476933
Slc35g1,0.064353752,0.99999707
Akap11,-0.075107634,0.99999707
Phf12,-0.053712072,0.99999707
Etfa,0.056950713,0.99999707
Irf2bp1,-0.015476765,0.99999707
Ubap2,-0.021107362,0.99999707
Stard4,-0.037532249,0.99999707
Ddx46,-0.017985062,0.99999707
2310044K18Rik,-0.098223323,0.99999707
Stat3,-0.108017175,0.99999707
Nenf,-0.02542011,0.99999707
Gm43332,-0.045665185,0.99999707
Gm37292,-0.244512458,0.231487795
Kxd1,0.000206098,0.99999707
Hmgcr,0.00813455,0.99999707
Gm13050,-0.030455029,0.99999707
Cplx1,-0.111136168,0.878011207
Nfe2l3,0.033428493,0.99999707
Drg2,0.006464703,0.99999707
Gm37298,0.02342682,0.99999707
Btbd1,0.003629413,0.99999707
Chic2,-0.073721956,0.99999707
Art5,0.093091132,0.99999707
Zfp280c,-0.112048724,0.99999707
Gm14633,-0.125080298,0.905813662
H2-Q5,0.142476762,0.82910074
Gm26797,-0.038899684,0.99999707
Poldip3,0.101662758,0.99999707
Mbnl2,0.203688208,0.473612203
Zfp784,0.012774855,0.99999707
Snhg4,0.103054621,0.972607622
Bahd1,0.006024473,0.99999707
Ppargc1b,-0.179404289,0.2494796
Bms1,0.030557305,0.99999707
Srm,-0.02138446,0.99999707
Hdac9,0.006589626,0.99999707
Cyb561,0.017748922,0.99999707
Porcn,-0.062123731,0.99999707
Gm19027,-0.016993281,0.99999707
Mtus2,0.032560542,0.99999707
B230311B06Rik,0.001703645,0.99999707
9330102E08Rik,0.019985006,0.99999707
B230354K17Rik,0.043225469,0.99999707
Lamtor4,0.0000143,0.99999707
Tjp2,-0.107113181,0.979942677
Mir98,-0.02030554,0.99999707
Rpl39,-0.010401244,0.99999707
Tcf19,0.022692188,0.99999707
Gpr179,0.045807752,0.99999707
Tpi1,-0.073053811,0.99999707
Gm14419,0.002143839,0.99999707
Etnk1,-0.0106514,0.99999707
Ostc,0.01068885,0.99999707
B230208H11Rik,-0.059062341,0.99999707
Hsd17b13,-0.029819728,0.99999707
Mtmr6,-0.029251433,0.99999707
Tmx2,0.027966432,0.99999707
Il1b,0.010158766,0.99999707
Hnrnpul1,0.001397096,0.99999707
Atp6v1h,-0.012279589,0.99999707
Rpain,-0.045767197,0.99999707
Gm11453,-0.030255706,0.99999707
Gm16061,-0.02567855,0.99999707
Col8a2,-0.027207405,0.99999707
Pth1r,0.004828231,0.99999707
Gm9521,0.105888779,0.971483745
Gm15601,-0.050018445,0.99999707
Lta,-0.007285321,0.99999707
Abcb1b,0.059346422,0.99999707
Cdc16,-0.078612411,0.99999707
Gm11383,0.014288976,0.99999707
Gm26913,0.026596496,0.99999707
Rps17,-0.059857245,0.99999707
Xpo1,0.016753419,0.99999707
Prickle1,0.529473857,7.24E-12
Rab37,0.049209874,0.99999707
2700038G22Rik,-0.085741084,0.99999707
Arl14ep,0.049013011,0.99999707
Gm5883,0.013261778,0.99999707
Hmgb1,0.029568772,0.99999707
Fat3,-0.079933569,0.99999707
Prpf18,-0.004218525,0.99999707
Cbs,-0.071835977,0.99999707
Asph,-0.05901022,0.99999707
Kif5c,0.050308439,0.99999707
Gm9385,0.046892341,0.99999707
Gm12063,-0.067360525,0.99999707
Btg3,0.202438965,0.254569512
1500011B03Rik,0.002029851,0.99999707
Hacd4,0.170728919,0.745321933
Prkab2,-0.002193524,0.99999707
Rbm10,0.018038406,0.99999707
Ppid,-0.057597314,0.99999707
Mpped2,-0.226105693,0.290619728
Zfp235,-0.098427025,0.99999707
Gm6652,0.046113578,0.99999707
Gm26739,-0.154163905,0.457383329
Adprm,-0.024799111,0.99999707
Selenbp2,-0.017708916,0.99999707
Wdr34,-0.030726877,0.99999707
Gm9523,-0.019966218,0.99999707
Gm5528,0.183568165,0.478468809
Cdkl4,0.014265121,0.99999707
Amfr,0.001183426,0.99999707
Gm16205,-0.006077536,0.99999707
Gm26812,0.050500821,0.99999707
Gm16286,0.000835919,0.99999707
Olfr166,-0.061531166,0.99999707
Scarna3a,0.017748465,0.99999707
Kctd10,-0.077640829,0.99999707
Gm8055,-0.045698316,0.99999707
Olfr1033,-0.011477286,0.99999707
Gm26980,0.010422637,0.99999707
Rpl23a-ps1,-0.055644749,0.99999707
Clu,0.070461562,0.99999707
Anapc16,0.040143685,0.99999707
E130201H02Rik,0.019216272,0.99999707
Las1l,-0.023032564,0.99999707
Slc35b2,-0.212914497,0.302982056
Gm9034,-0.091527175,0.99999707
Ube3a,-0.107414647,0.93380146
B230369F24Rik,0.014748272,0.99999707
Gm27734,-0.227570489,0.280537679
Gm7784,0.02072885,0.99999707
Gm38300,0.142130161,0.394131788
Gm19287,-0.075166116,0.99999707
Psmd11,-0.087224832,0.913138075
Klhl23,0.035289853,0.99999707
Dfna5,0.103975019,0.904503122
E130218I03Rik,0.102282057,0.805263995
Klhdc1,0.002096958,0.99999707
Kif2c,0.047882186,0.99999707
B3gnt5,-0.073510731,0.99999707
Ren1,-0.029174417,0.99999707
Elf4,-0.014329206,0.99999707
Gm37246,-0.046283376,0.99999707
Dock7,0.03320777,0.99999707
Dnd1,0.016083226,0.99999707
Glce,0.106475499,0.99999707
Sncb,-0.092732101,0.99999707
Pus7l,0.042674825,0.99999707
Gtf2a1,-0.064845038,0.99999707
Polr2f,-0.131390112,0.944054293
Gm12857,-0.065800994,0.99999707
Polr3gl,0.057102415,0.99999707
Fbxo47,-0.031536517,0.99999707
Cops6,-0.067117685,0.99999707
Nit1,-0.042756126,0.99999707
Rpl9-ps1,0.050920347,0.99999707
Ybx3,-0.270913323,0.133147772
AI837181,0.065215865,0.99999707
Stkld1,0.103176351,0.99999707
Fn3k,-0.073577492,0.99999707
Yae1d1,0.029273179,0.99999707
Dhx35,-0.001061019,0.99999707
Nrf1,0.040418877,0.99999707
Gjc1,-0.064513737,0.99999707
Khdrbs1,-0.105668055,0.99999707
4930448K20Rik,0.098162145,0.99999707
Gm6881,0.037140503,0.99999707
Uchl3,0.022379315,0.99999707
Ddx47,0.00095751,0.99999707
Gm13508,0.033760859,0.99999707
5430403G16Rik,-0.011292676,0.99999707
Erp44,0.001217049,0.99999707
Gm11999,-0.011256137,0.99999707
Gm5483,0.039784563,0.99999707
Nlrp6,0.252574648,0.090384497
Gm14322,0.04014165,0.99999707
Psmb4,-0.038780385,0.99999707
Blzf1,0.046234748,0.99999707
Eri2,0.065695808,0.959636996
Aldh5a1,0.020193398,0.99999707
Gm44187,-0.098625529,0.971388171
Dancr,0.101932083,0.99999707
Gm5256,-0.016930695,0.99999707
Rps28,0.006838242,0.99999707
Ice2,-0.0497267,0.99999707
Crem,-0.055109005,0.99999707
Gm24582,0.001387651,0.99999707
Myadml2,0.072182558,0.99999707
Hddc2,0.021356353,0.99999707
Gm14231,-0.077938942,0.99999707
AA986860,0.033768968,0.99999707
Fkrp,0.045419726,0.99999707
Slc12a2,-0.001468432,0.99999707
Klhl5,0.025980023,0.99999707
Gm13397,-0.007742662,0.99999707
Ighv5-9-1,0.210591496,0.319644524
Rims3,-0.266964089,0.148913389
Myh7b,0.000808434,0.99999707
4930507D05Rik,-0.179636786,0.31779845
Gm8069,-0.055286102,0.99999707
Fut8,0.064606319,0.913138075
E030037K01Rik,-0.124820587,0.99999707
Glis2,-0.000212415,0.99999707
Mtr,0.006644099,0.99999707
Msra,0.001965258,0.99999707
Rpl36-ps3,-0.027925188,0.99999707
Akip1,-0.212951204,0.123755678
Gm5815,-0.074927159,0.99999707
Atp5sl,0.004414865,0.99999707
Ankrd63,-0.017733688,0.99999707
3632451O06Rik,-0.017667198,0.99999707
Cage1,-0.07609272,0.99999707
Ttc17,-0.064111222,0.99999707
Igkv8-21,-0.018666433,0.99999707
Micall1,0.030896772,0.99999707
Mrpl44,0.027265535,0.99999707
Trappc5,0.217276407,0.200847891
Map4k3,0.058209271,0.99999707
Cd200r1,-0.039498611,0.99999707
Prss57,-0.032470208,0.99999707
Kdm6bos,0.050537618,0.99999707
Tmx3,-0.04718146,0.99999707
Trim59,-0.002858976,0.99999707
Gm36995,-0.091961834,0.99999707
Mrpl3,-0.016700875,0.99999707
Gm18407,0.015244919,0.99999707
Gm23138,-0.136758064,0.979942677
Gm43714,-0.079245329,0.99999707
Prmt3,0.064236727,0.99999707
Gm6322,-0.101825294,0.973780391
Gm10941,0.101325424,0.973780391
Hsdl2,0.098535056,0.99999707
Gm14207,-0.154685872,0.357630205
Rps19-ps13,-0.307321716,0.001985578
Nhlrc1,0.004793608,0.99999707
Zfp59,-0.067423655,0.99999707
Nrde2,-0.057337284,0.99999707
Fnbp1l,-0.175242079,0.652474849
Cul4b,0.015527464,0.99999707
Gm9439,-0.062746917,0.99999707
Cpm,0.192485044,0.554207516
Zfp592,-0.001270554,0.99999707
Kif23,0.114653885,0.99999707
Mgam,0.085842023,0.99999707
Zfp672,0.066871252,0.99999707
B230216N24Rik,-0.029783553,0.99999707
Dph6,-0.031733845,0.99999707
Gm43760,0.051523177,0.99999707
4930537H20Rik,-0.022553547,0.99999707
Gm8995,-0.125291314,0.99999707
Gm20511,0.00870684,0.99999707
Ndnf,-0.176937523,0.657082297
Mpdu1,0.002465826,0.99999707
Dnah17,-0.037428107,0.99999707
Cars2,0.088341192,0.966007979
Gm43852,0.016055785,0.99999707
Bag6,-0.087041476,0.99999707
Gm42819,-0.02890202,0.99999707
Fam168b,0.126721501,0.657082297
Gm45217,0.001757348,0.99999707
Rpl39-ps,0.147524564,0.907483634
Lcat,-0.026759836,0.99999707
Adam8,-0.047945253,0.99999707
Mak16,-0.090378246,0.99999707
Lrguk,-0.003595358,0.99999707
Gm4034,0.025079466,0.99999707
Ppp4r1l-ps,-0.185204337,0.143723099
Gm34411,0.052773901,0.993780443
Gm12630,-0.047246914,0.99999707
Snora30,0.013902358,0.99999707
Fam126a,0.000492905,0.99999707
Slc16a6,-0.189827827,0.277594597
Ppa2,0.065525875,0.99999707
1700014D04Rik,-0.009571582,0.99999707
Psmd6,-0.144131287,0.821853764
Gm42423,-0.011269654,0.99999707
Ahnak2,-0.129980129,0.598152975
Gm37019,0.021801752,0.99999707
Pcsk7,-0.003608388,0.99999707
Rbm28,0.01761347,0.99999707
Hmgn2l6,0.055562816,0.99999707
Tdrd1,-0.023395013,0.99999707
Gm5113,-0.033716601,0.99999707
Eif2s3y,-0.060452868,0.99999707
Fam216a,-0.028639975,0.99999707
Pelo,-0.026176552,0.99999707
Rnase9,0.076116513,0.99999707
Pigp,0.04536852,0.99999707
Gm37105,-0.000472988,0.99999707
9530052C20Rik,-0.259910189,0.142680771
Gcn1l1,0.001484516,0.99999707
Prokr2,-0.010543257,0.99999707
Gm17201,0.004291513,0.99999707
Mir1964,-0.051385386,0.99999707
B930036N10Rik,0.092092615,0.99999707
Gm22884,0.047787412,0.99999707
Gm17538,-0.039554567,0.99999707
Zfp386,-0.033150645,0.99999707
2410131K14Rik,-0.084318593,0.99999707
Spryd4,-0.254909779,0.195317029
Doc2g,0.074457999,0.99999707
Man2b2,-0.000427254,0.99999707
Adi1,0.014806214,0.99999707
Mepce,0.18283952,0.265520726
Gm5292,0.039254265,0.99999707
Tbx6,0.014763016,0.99999707
Nme4,0.062392362,0.99999707
Ccdc13,-0.023092925,0.99999707
Tango6,0.034845557,0.99999707
Miga1,-0.010750592,0.99999707
Ang,-0.076893222,0.99999707
Uxs1,-0.054920981,0.99999707
Pdp2,-0.070942949,0.99999707
Pnpla3,-0.117729354,0.929234938
Wfdc17,-0.02505887,0.99999707
Foxa1,0.000272386,0.99999707
Nadk,-0.007226557,0.99999707
Rps13-ps5,-0.030039296,0.99999707
Fam117a,0.052870435,0.99999707
Lilrb4a,0.557087043,0.00000006
Mir7065,0.041688945,0.99999707
Ddx5,-0.02442747,0.99999707
Sh3d19,0.054001696,0.99999707
Taldo1,-0.040857821,0.99999707
Ift172,0.070114264,0.931367754
Ddx21,0.006870994,0.99999707
1810019N24Rik,0.052228103,0.99999707
Gm13920,0.027009146,0.99999707
Gstm7,-0.074377706,0.99999707
Ccdc106,0.052105975,0.99999707
Gm13566,-0.01919341,0.99999707
Uimc1,-0.01605329,0.99999707
RP24-252B21.3,0.161212455,0.195217263
Pum3,-0.046070788,0.99999707
Commd7,-0.044163936,0.99999707
3010026O09Rik,-0.026901202,0.99999707
Bend4,0.045210068,0.99999707
Gm37125,-0.035633443,0.99999707
Gm22940,-0.051719065,0.99999707
Gm11875,0.020857421,0.99999707
Gm22581,0.155287053,0.186877644
Rab40c,0.002139487,0.99999707
Pgam1-ps1,0.035391065,0.99999707
1700125H20Rik,0.019413439,0.99999707
Slc35f5,-0.023239778,0.99999707
Ccr2,0.128633058,0.977784437
Mif4gd,0.14631095,0.846790542
4930431P19Rik,0.02363103,0.99999707
Sap130,-0.034313069,0.99999707
Sh3rf3,0.0792388,0.99999707
C030015A19Rik,0.009978599,0.99999707
Zfp536,0.157991821,0.560437854
5530400K19Rik,0.514896104,0.000000102
Medag,-0.133678155,0.769316082
Lnpk1,0.030559962,0.99999707
Cyb561a3,-0.021925082,0.99999707
Gad1-ps,0.070389716,0.99999707
Etaa1,0.014852461,0.99999707
Cenpu,0.053377411,0.99999707
Gm23344,-0.130265603,0.604455011
Tyw5,0.132980274,0.975678505
Gm8529,-0.000434213,0.99999707
Bcl2l12,0.023009858,0.99999707
Pcdh8,0.022103056,0.99999707
Pla2g12a,-0.064056399,0.99999707
Bach2,0.033480521,0.99999707
2610021A01Rik,-0.145713937,0.568352854
RP23-395M5.7,0.09238168,0.99999707
Tmem63a,-0.042680293,0.99999707
Mthfr,0.030303603,0.99999707
Akirin1,0.02868173,0.99999707
Sirt5,0.107963555,0.99999707
Gm13932,0.017782427,0.99999707
Rpl22,0.00636668,0.99999707
Osgepl1,-0.085241284,0.99999707
Itpa,0.049092861,0.99999707
Anp32a,0.078877175,0.99999707
Irf2,-0.036754934,0.99999707
Gm43825,0.037909385,0.99999707
Gm10522,-0.282664003,0.005100874
Paqr7,-0.030758729,0.99999707
Tfip11,0.019731789,0.99999707
Chtop,-0.167712861,0.76518632
BC024386,0.002241101,0.99999707
Ap3s1,0.027679202,0.99999707
Got1,0.044199706,0.99999707
Gm14286,-0.018663531,0.99999707
Rogdi,0.035848828,0.99999707
Gm13545,0.014104736,0.99999707
RP23-158C15.10,-0.00115965,0.99999707
Bad,0.036006786,0.99999707
Atg4a-ps,-0.079001861,0.99999707
Gm37835,0.176582821,0.323744997
Gm42571,-0.00146961,0.99999707
A930006K02Rik,-0.05267089,0.99999707
Trappc12,0.315488597,0.037235928
Mir7026,-0.015687403,0.99999707
4833427G06Rik,0.008329372,0.99999707
Atad5,-0.005423295,0.99999707
Mvb12a,0.04999168,0.99999707
Gm44084,0.038564015,0.99999707
Kmt2b,-0.005671262,0.99999707
Sprtn,0.014746037,0.99999707
Gm5422,0.034057875,0.99999707
Disp2,0.048224551,0.99999707
Txndc9,0.075686586,0.99999707
Trim27,0.023485206,0.99999707
Was,-0.099190259,0.99999707
Wapl,-0.105658963,0.898266168
Wdr25,-0.13879852,0.308121787
Cks1b,-0.026167881,0.99999707
2900060B14Rik,-0.105389083,0.99999707
Smg5,0.215728725,0.198171843
Rpl10,-0.032554687,0.99999707
Ppp1r13b,0.078209813,0.99999707
Ripk3,-0.008186277,0.99999707
Gm43788,-0.002374583,0.99999707
1500026H17Rik,0.017988771,0.99999707
Gm7964,-0.143178759,0.931367754
Whrn,0.008583662,0.99999707
Mob4,-0.010626686,0.99999707
Dnaja1-ps,-0.06183094,0.99999707
4930578M01Rik,0.105838904,0.913138075
Gm15612,-0.105875271,0.99999707
Matk,0.079295304,0.99999707
Gm5558,-0.024111643,0.99999707
Gm6096,0.043277939,0.99999707
Ankrd34a,0.052046043,0.99999707
Gm1840,-0.244123759,0.197777041
Gm5605,-0.109181198,0.99999707
5730508B09Rik,0.030311952,0.99999707
Sox13,-0.046974962,0.99999707
Gm43770,-0.031430615,0.99999707
Gm23734,-0.081615892,0.99999707
Susd2,0.050423906,0.99999707
D430042O09Rik,0.055309538,0.99999707
Snhg20,-0.058152497,0.99999707
Pigv,0.016198397,0.99999707
Gm8459,-0.004378811,0.99999707
Cnksr2,-0.027938948,0.99999707
Hirip3,0.09430562,0.851306679
Gm6829,0.025331954,0.99999707
1700125G22Rik,0.020339745,0.99999707
D230025D16Rik,0.039602189,0.99999707
Gm8181,-0.093865118,0.99999707
Gm15163,0.003221028,0.99999707
Gm2189,0.026951809,0.99999707
Misp,0.015986849,0.99999707
Gm37204,0.056949863,0.99999707
Cops7a,-0.078809154,0.99999707
Eif3k,-0.067946531,0.99999707
Gm37364,0.036372728,0.99999707
Grb14,-0.028212438,0.99999707
Nt5dc1,-0.035641005,0.99999707
Gcat,-0.020304086,0.99999707
Csnk1g2,-0.084620984,0.99999707
RP23-48A24.3,-0.037594063,0.99999707
Grk3,-0.043117831,0.99999707
Bbs5,0.122869441,0.818594028
Gm9694,-0.00240935,0.99999707
Kdm4c,-0.048934692,0.99999707
Pisd-ps2,0.05606503,0.99999707
Gtf2h3,-0.093354313,0.99999707
Fgd3,0.007779581,0.99999707
Slc9b2,-0.097675952,0.998356861
Pddc1,-0.012222126,0.99999707
Rpp21,-2.1,1.56E-26
Otud7a,-0.037948262,0.99999707
Ctbp1,0.124667941,0.832678241
Ugt1a7c,-0.058851575,0.99999707
Elmo1,-0.05677045,0.99999707
Guca2b,0.051837309,0.99999707
Srgap1,-0.18673245,0.548852565
Gm23322,0.038498532,0.99999707
1700028K03Rik,-0.00290605,0.99999707
Gm8856,-0.015600415,0.99999707
Zfp688,-0.282071535,0.015148718
Gm44205,-0.043154481,0.99999707
Stub1,-0.041620797,0.99999707
Rab6b,0.024605788,0.99999707
Rpp25l,-0.012099114,0.99999707
Gys1,-0.078439828,0.99999707
Slc25a32,-0.026202008,0.99999707
Mettl16,0.187936941,0.616462699
Jam2,-0.033224115,0.99999707
Vti1b,-0.005848098,0.99999707
Gm36189,-0.124340887,0.935580259
Gm13432,-0.069695916,0.99999707
Rassf1,-0.047389449,0.99999707
Gm43579,-0.031898539,0.99999707
Rnft1,0.017619392,0.99999707
Zfp512b,-0.203401675,0.511420688
Brd9,0.003571237,0.99999707
Gm38336,0.115165836,0.99999707
Igkv5-43,-0.065308898,0.99999707
Naip6,-0.047235556,0.99999707
Zfp869,-0.011506319,0.99999707
Stau1,0.064432486,0.99999707
Il10ra,-0.046282773,0.99999707
Pi4kb,0.031535132,0.99999707
Uba1,-0.005155203,0.99999707
Dpy19l4,-0.0073281,0.99999707
Atg7,0.017630015,0.99999707
Cdc7,-0.524891972,1.85E-12
Telo2,-0.059347948,0.99999707
Rin3,-0.439362078,0.0000773
Gm42870,-0.0959114,0.99999707
Gm6478,-0.014750553,0.99999707
Xpc,0.003460773,0.99999707
Gm20559,0.014185071,0.99999707
Flywch2,0.144055228,0.742364737
Gm11706,0.099076127,0.99999707
AU019823,0.071726634,0.762922673
Gm11687,-0.120651544,0.987266254
Slc1a4,0.045528047,0.99999707
Map2k2,-0.122370941,0.99999707
Mmadhc,0.030114888,0.99999707
Ptpn2,-0.015460023,0.99999707
Dynlt1a,0.046127942,0.99999707
Dhx57,0.057127162,0.99999707
Sars2,-0.009086653,0.99999707
Pi4ka,0.043952644,0.99999707
Arpc5,-0.160004349,0.795672061
Pex10,0.006395877,0.99999707
Tarbp1,0.14131849,0.511420688
Zfp169,-0.012724399,0.99999707
Pbx3,-0.058782349,0.99999707
Piezo1,-0.018222479,0.99999707
Gm43692,-0.061511791,0.99999707
Alg6,0.119389115,0.99999707
Gm15853,0.001907369,0.99999707
Sorbs1,0.048080613,0.99999707
Gm26244,0.010775994,0.99999707
Arhgdig,-0.170234184,0.522596793
Mlec,0.004791557,0.99999707
Rhou,-0.092406734,0.99999707
Upf3a,0.012915495,0.99999707
Gm2546,0.002703497,0.99999707
Mcpt8,-0.017745083,0.99999707
B3gnt2,-0.04632774,0.99999707
Cenpq,-0.010700962,0.99999707
Nsun3,-0.009980497,0.99999707
Gm8964,0.063410383,0.99999707
Gm9061,0.012841076,0.99999707
Irak2,-0.052124952,0.99999707
Tars2,-0.031492982,0.99999707
Pds5a,-0.017117375,0.99999707
Bckdhb,0.037640884,0.99999707
Lmo4,0.044163992,0.99999707
Dph7,0.118306784,0.649151352
45173,0.019061399,0.99999707
Gcsam,0.028987529,0.99999707
Anapc5,-0.009804337,0.99999707
4922502D21Rik,0.04249246,0.99999707
Hamp,-0.04609272,0.99999707
Serpine1,-0.110414563,0.99999707
Cd24a,-0.011512287,0.99999707
Lman1l,0.172113421,0.265520726
Sypl2,0.001681154,0.99999707
A930024E05Rik,0.029312007,0.99999707
Snhg12,-0.104132375,0.99999707
Gm15653,-0.071477533,0.99999707
Gm29771,0.036481278,0.99999707
Ankrd11,-0.031345989,0.99999707
Magix,-0.196393027,0.26893174
Slc2a9,-0.040002832,0.99999707
Kmt5b,-0.019156948,0.99999707
Gm29228,0.007655267,0.99999707
Gm9047,0.041068503,0.99999707
Polr3b,0.114145011,0.99999707
Avpi1,-0.026525164,0.99999707
Fbxo28,-0.044851262,0.99999707
Gm13213,0.085893356,0.99999707
Pcdhb11,-0.005516534,0.99999707
Gm26585,0.110284441,0.753506251
BC030499,-0.006610543,0.99999707
Tm4sf1,-0.022005353,0.99999707
RP23-440L7.5,-0.002152192,0.99999707
Fgfr3,0.020057734,0.99999707
Gm37083,0.052012648,0.99999707
Fastkd5,-0.077288531,0.99999707
Apol8,-0.037445841,0.99999707
Cystm1,0.034438286,0.99999707
Gm42646,0.113512228,0.945964135
Rprd2,-0.04347798,0.99999707
Slc6a20a,0.011660914,0.99999707
Gm44415,-0.023172034,0.99999707
Eif2b2,-0.049405758,0.99999707
Gm10052,-0.047779218,0.99999707
Gm43514,0.148888129,0.904541435
Sipa1,0.073504804,0.99999707
4931415C17Rik,0.00318505,0.99999707
Hist1h2ak,-0.028469787,0.99999707
Fam35a,-0.004361649,0.99999707
Smt3h2-ps2,-0.044692815,0.99999707
Gm26877,0.067294074,0.99999707
Nog,-0.042708739,0.99999707
Slc3a2,-0.08807662,0.99999707
Itgad,0.004319649,0.99999707
Mtfr1l,-0.088463278,0.99999707
Mcrs1,0.038933499,0.99999707
Tln1,-0.022220698,0.99999707
Apom,0.039202801,0.99999707
Gm15770,-0.183274181,0.541753885
Mylpf,-0.005523713,0.99999707
Ltb4r1,-0.017446056,0.99999707
Gm2735,0.028707648,0.99999707
Rnf170,0.02834836,0.99999707
Nemp1,0.136737585,0.859961692
Nudt19,-0.034331114,0.99999707
Gm11652,-0.11463029,0.99999707
Gm24909,0.014992409,0.99999707
Abcg2,-0.052013274,0.99999707
Gm45098,-0.1603249,0.598152975
B230217O12Rik,0.097566532,0.980699013
Smek1,-0.05321531,0.99999707
Arhgap29,0.034466621,0.99999707
Borcs6,-0.045198199,0.99999707
Gm25108,0.026716203,0.99999707
Thap7,-0.144463533,0.433960564
Gm26857,-0.013568066,0.99999707
1700021J08Rik,-0.059272457,0.99999707
Gm44830,-0.002551951,0.99999707
Tubd1,-0.008264593,0.99999707
Impdh1,0.009744632,0.99999707
Ifngr2,0.057919966,0.99999707
5031425E22Rik,0.050177852,0.99999707
Bloc1s5,-0.037911185,0.99999707
Dpy19l3,0.15747208,0.790006518
Gtf2a2,-0.11486388,0.978775879
Gm31749,0.032941553,0.99999707
Rundc3b,0.053296967,0.99999707
Cdkn2b,-0.007908249,0.99999707
Gm42446,-0.005249252,0.99999707
Riok3,-0.041574781,0.99999707
Fbxo22,0.000422489,0.99999707
Gm45515,0.18574235,0.186877644
Orc4,0.008530571,0.99999707
Peg3,-0.096050256,0.940128803
Gm44287,-0.191011833,0.586009994
Rhoc,-0.054420219,0.99999707
Gfod2,-0.012698691,0.99999707
